"ApkName","FieldName","OriginalText","TranslatedText",
"Settings.apk","entries_font_size-entries_font_size-string-array-item1","Normal","普通",
"Settings.apk","entries_font_size-entries_font_size-string-array-item2","Large","大",
"Settings.apk","entries_font_size-entries_font_size-string-array-item3","Huge","超大",
"Settings.apk","tts_rate_entries-tts_rate_entries-string-array-item0","Very slow","很慢",
"Settings.apk","tts_rate_entries-tts_rate_entries-string-array-item1","Slow","慢",
"Settings.apk","tts_rate_entries-tts_rate_entries-string-array-item2","Normal","正常",
"Settings.apk","tts_rate_entries-tts_rate_entries-string-array-item3","Fast","快",
"Settings.apk","tts_rate_entries-tts_rate_entries-string-array-item4","Very fast","很快",
"Settings.apk","tts_pitch_entries-tts_pitch_entries-string-array-item0","Very low","很低",
"Settings.apk","tts_pitch_entries-tts_pitch_entries-string-array-item1","Low","低",
"Settings.apk","tts_pitch_entries-tts_pitch_entries-string-array-item2","Normal","正常",
"Settings.apk","tts_pitch_entries-tts_pitch_entries-string-array-item3","High","高",
"Settings.apk","tts_pitch_entries-tts_pitch_entries-string-array-item4","Very high","很高",
"Settings.apk","wifi_status-wifi_status-string-array-item1","Scanning…","正在扫描...",
"Settings.apk","wifi_status-wifi_status-string-array-item2","Connecting…","正在连接...",
"Settings.apk","wifi_status-wifi_status-string-array-item3","Authenticating…","正在进行身份验证...",
"Settings.apk","wifi_status-wifi_status-string-array-item4","Obtaining IP address…","正在获取 IP 地址...",
"Settings.apk","wifi_status-wifi_status-string-array-item5","Connected","已连接",
"Settings.apk","wifi_status-wifi_status-string-array-item6","Suspended","已暂停",
"Settings.apk","wifi_status-wifi_status-string-array-item7","Disconnecting…","正在断开连接...",
"Settings.apk","wifi_status-wifi_status-string-array-item8","Disconnected","已断开连接",
"Settings.apk","wifi_status-wifi_status-string-array-item9","Unsuccessful","失败",
"Settings.apk","wifi_status-wifi_status-string-array-item10","Blocked","已阻止",
"Settings.apk","wifi_status-wifi_status-string-array-item11","Temporarily avoiding poor connection","暂时关闭状况不佳的连接",
"Settings.apk","wifi_status_with_ssid-wifi_status_with_ssid-string-array-item1","Scanning…","正在扫描...",
"Settings.apk","wifi_status_with_ssid-wifi_status_with_ssid-string-array-item2","Connecting to %1$s…","正在连接到 %1$s...",
"Settings.apk","wifi_status_with_ssid-wifi_status_with_ssid-string-array-item3","Authenticating with %1$s…","正在通过 %1$s 进行身份验证...",
"Settings.apk","wifi_status_with_ssid-wifi_status_with_ssid-string-array-item4","Obtaining IP address from %1$s…","正在从 %1$s 获取 IP 地址...",
"Settings.apk","wifi_status_with_ssid-wifi_status_with_ssid-string-array-item5","Connected to %1$s","已连接到 %1$s",
"Settings.apk","wifi_status_with_ssid-wifi_status_with_ssid-string-array-item6","Suspended","已暂停",
"Settings.apk","wifi_status_with_ssid-wifi_status_with_ssid-string-array-item7","Disconnecting from %1$s…","正在断开与 %1$s 的连接...",
"Settings.apk","wifi_status_with_ssid-wifi_status_with_ssid-string-array-item8","Disconnected","已断开连接",
"Settings.apk","wifi_status_with_ssid-wifi_status_with_ssid-string-array-item9","Unsuccessful","失败",
"Settings.apk","wifi_status_with_ssid-wifi_status_with_ssid-string-array-item10","Blocked","已阻止",
"Settings.apk","wifi_status_with_ssid-wifi_status_with_ssid-string-array-item11","Temporarily avoiding poor connection","暂时关闭状况不佳的连接",
"Settings.apk","wifi_eap_method-wifi_eap_method-string-array-item0","PEAP","PEAP",
"Settings.apk","wifi_eap_method-wifi_eap_method-string-array-item1","TLS","TLS",
"Settings.apk","wifi_eap_method-wifi_eap_method-string-array-item2","TTLS","TTLS",
"Settings.apk","wifi_eap_method-wifi_eap_method-string-array-item3","PWD","PWD",
"Settings.apk","wifi_p2p_wps_setup-wifi_p2p_wps_setup-string-array-item0","Push button","按钮",
"Settings.apk","wifi_p2p_wps_setup-wifi_p2p_wps_setup-string-array-item1","PIN from peer device","从对等设备获取的 PIN",
"Settings.apk","wifi_p2p_wps_setup-wifi_p2p_wps_setup-string-array-item2","PIN from this device","从此设备生成的 PIN",
"Settings.apk","wifi_p2p_status-wifi_p2p_status-string-array-item0","Connected","已连接",
"Settings.apk","wifi_p2p_status-wifi_p2p_status-string-array-item1","Invited","已邀请",
"Settings.apk","wifi_p2p_status-wifi_p2p_status-string-array-item2","Unsuccessful","失败",
"Settings.apk","wifi_p2p_status-wifi_p2p_status-string-array-item3","Available","可用",
"Settings.apk","wifi_p2p_status-wifi_p2p_status-string-array-item4","Out-of-range","超出范围",
"Settings.apk","bluetooth_visibility_timeout_entries-bluetooth_visibility_timeout_entries-string-array-item0","2 minutes","2 分钟",
"Settings.apk","bluetooth_visibility_timeout_entries-bluetooth_visibility_timeout_entries-string-array-item1","5 minutes","5 分钟",
"Settings.apk","bluetooth_visibility_timeout_entries-bluetooth_visibility_timeout_entries-string-array-item2","1 hour","1 小时",
"Settings.apk","bluetooth_visibility_timeout_entries-bluetooth_visibility_timeout_entries-string-array-item3","Never time out","永不超时",
"Settings.apk","wifi_signal-wifi_signal-string-array-item0","Poor","弱",
"Settings.apk","wifi_signal-wifi_signal-string-array-item1","Fair","一般",
"Settings.apk","wifi_signal-wifi_signal-string-array-item2","Good","较强",
"Settings.apk","wifi_signal-wifi_signal-string-array-item3","Excellent","强",
"Settings.apk","wifi_sleep_policy_entries-wifi_sleep_policy_entries-string-array-item0","Always","始终",
"Settings.apk","wifi_sleep_policy_entries-wifi_sleep_policy_entries-string-array-item1","Only when plugged in","仅限充电时",
"Settings.apk","wifi_sleep_policy_entries-wifi_sleep_policy_entries-string-array-item2","Never (increases data usage)","永不（会增加数据网络流量）",
"Settings.apk","wifi_sleep_policy_entries_wifi_only-wifi_sleep_policy_entries_wifi_only-string-array-item0","Always","始终",
"Settings.apk","wifi_sleep_policy_entries_wifi_only-wifi_sleep_policy_entries_wifi_only-string-array-item1","Only when plugged in","仅限充电时",
"Settings.apk","wifi_sleep_policy_entries_wifi_only-wifi_sleep_policy_entries_wifi_only-string-array-item2","Never","永不",
"Settings.apk","wifi_frequency_band_entries-wifi_frequency_band_entries-string-array-item0","Auto","自动",
"Settings.apk","wifi_frequency_band_entries-wifi_frequency_band_entries-string-array-item1","5 GHz only","仅使用 5 GHz 频带",
"Settings.apk","wifi_frequency_band_entries-wifi_frequency_band_entries-string-array-item2","2.4 GHz only","仅使用 2.4 GHz 频带",
"Settings.apk","usage_stats_display_order_types-usage_stats_display_order_types-string-array-item0","Usage time","使用时间",
"Settings.apk","usage_stats_display_order_types-usage_stats_display_order_types-string-array-item1","Launch count","启动次数",
"Settings.apk","usage_stats_display_order_types-usage_stats_display_order_types-string-array-item2","App name","应用名称",
"Settings.apk","wifi_eap_entries-wifi_eap_entries-string-array-item0","PEAP","PEAP",
"Settings.apk","wifi_eap_entries-wifi_eap_entries-string-array-item1","TLS","TLS",
"Settings.apk","wifi_eap_entries-wifi_eap_entries-string-array-item2","TTLS","TTLS",
"Settings.apk","wifi_eap_entries-wifi_eap_entries-string-array-item3","PWD","PWD",
"Settings.apk","wifi_phase2_entries-wifi_phase2_entries-string-array-item0","None","无",
"Settings.apk","wifi_phase2_entries-wifi_phase2_entries-string-array-item1","PAP","PAP",
"Settings.apk","wifi_phase2_entries-wifi_phase2_entries-string-array-item2","MSCHAP","MSCHAP",
"Settings.apk","wifi_phase2_entries-wifi_phase2_entries-string-array-item3","MSCHAPV2","MSCHAPV2",
"Settings.apk","wifi_phase2_entries-wifi_phase2_entries-string-array-item4","GTC","GTC",
"Settings.apk","wifi_ip_settings-wifi_ip_settings-string-array-item0","DHCP","DHCP",
"Settings.apk","wifi_ip_settings-wifi_ip_settings-string-array-item1","Static","静态",
"Settings.apk","wifi_proxy_settings-wifi_proxy_settings-string-array-item0","None","无",
"Settings.apk","wifi_proxy_settings-wifi_proxy_settings-string-array-item1","Manual","手动",
"Settings.apk","emergency_tone_entries-emergency_tone_entries-string-array-item0","Off","关闭",
"Settings.apk","emergency_tone_entries-emergency_tone_entries-string-array-item1","Alert","警报",
"Settings.apk","emergency_tone_entries-emergency_tone_entries-string-array-item2","Vibrate","振动",
"Settings.apk","apn_auth_entries-apn_auth_entries-string-array-item0","None","无",
"Settings.apk","apn_auth_entries-apn_auth_entries-string-array-item1","PAP","PAP",
"Settings.apk","apn_auth_entries-apn_auth_entries-string-array-item2","CHAP","CHAP",
"Settings.apk","apn_auth_entries-apn_auth_entries-string-array-item3","PAP or CHAP","PAP 或 CHAP",
"Settings.apk","apn_protocol_entries-apn_protocol_entries-string-array-item0","IPv4","IPv4",
"Settings.apk","apn_protocol_entries-apn_protocol_entries-string-array-item1","IPv6","IPv6",
"Settings.apk","apn_protocol_entries-apn_protocol_entries-string-array-item2","IPv4/IPv6","IPv4/IPv6",
"Settings.apk","bearer_entries-bearer_entries-string-array-item0","LTE","LTE",
"Settings.apk","bearer_entries-bearer_entries-string-array-item1","eHRPD","eHRPD",
"Settings.apk","bearer_entries-bearer_entries-string-array-item2","Unspecified","未指定",
"Settings.apk","app_install_location_entries-app_install_location_entries-string-array-item0","Internal device storage","设备内存",
"Settings.apk","app_install_location_entries-app_install_location_entries-string-array-item1","Removable SD card","可卸载的 SD 卡",
"Settings.apk","app_install_location_entries-app_install_location_entries-string-array-item2","Let the system decide","由系统确定",
"Settings.apk","long_press_timeout_selector_titles-long_press_timeout_selector_titles-string-array-item0","Short","短",
"Settings.apk","long_press_timeout_selector_titles-long_press_timeout_selector_titles-string-array-item1","Medium","中",
"Settings.apk","long_press_timeout_selector_titles-long_press_timeout_selector_titles-string-array-item2","Long","长",
"Settings.apk","hdcp_checking_titles-hdcp_checking_titles-string-array-item0","Never check","永不检查",
"Settings.apk","hdcp_checking_titles-hdcp_checking_titles-string-array-item1","Check for DRM content only","仅检查 DRM 内容",
"Settings.apk","hdcp_checking_titles-hdcp_checking_titles-string-array-item2","Always check","总是检查",
"Settings.apk","hdcp_checking_summaries-hdcp_checking_summaries-string-array-item0","Never use HDCP checking","一律不使用 HDCP 检查",
"Settings.apk","hdcp_checking_summaries-hdcp_checking_summaries-string-array-item1","Use HDCP checking for DRM content only","仅使用 HDCP 检查 DRM 内容",
"Settings.apk","hdcp_checking_summaries-hdcp_checking_summaries-string-array-item2","Always use HDCP checking","始终使用 HDCP 检查",
"Settings.apk","window_animation_scale_entries-window_animation_scale_entries-string-array-item0","Animation off","关闭动画",
"Settings.apk","window_animation_scale_entries-window_animation_scale_entries-string-array-item1","Animation scale .5x","动画缩放 0.5x",
"Settings.apk","window_animation_scale_entries-window_animation_scale_entries-string-array-item2","Animation scale 1x","动画缩放 1x",
"Settings.apk","window_animation_scale_entries-window_animation_scale_entries-string-array-item3","Animation scale 1.5x","动画缩放 1.5x",
"Settings.apk","window_animation_scale_entries-window_animation_scale_entries-string-array-item4","Animation scale 2x","动画缩放 2x",
"Settings.apk","window_animation_scale_entries-window_animation_scale_entries-string-array-item5","Animation scale 5x","动画缩放 5x",
"Settings.apk","window_animation_scale_entries-window_animation_scale_entries-string-array-item6","Animation scale 10x","动画缩放 10x",
"Settings.apk","transition_animation_scale_entries-transition_animation_scale_entries-string-array-item0","Animation off","关闭动画",
"Settings.apk","transition_animation_scale_entries-transition_animation_scale_entries-string-array-item1","Animation scale .5x","动画缩放 0.5x",
"Settings.apk","transition_animation_scale_entries-transition_animation_scale_entries-string-array-item2","Animation scale 1x","动画缩放 1x",
"Settings.apk","transition_animation_scale_entries-transition_animation_scale_entries-string-array-item3","Animation scale 1.5x","动画缩放 1.5x",
"Settings.apk","transition_animation_scale_entries-transition_animation_scale_entries-string-array-item4","Animation scale 2x","动画缩放 2x",
"Settings.apk","transition_animation_scale_entries-transition_animation_scale_entries-string-array-item5","Animation scale 5x","动画缩放 5x",
"Settings.apk","transition_animation_scale_entries-transition_animation_scale_entries-string-array-item6","Animation scale 10x","动画缩放 10x",
"Settings.apk","animator_duration_scale_entries-animator_duration_scale_entries-string-array-item0","Animation off","关闭动画",
"Settings.apk","animator_duration_scale_entries-animator_duration_scale_entries-string-array-item1","Animation scale .5x","动画缩放 0.5x",
"Settings.apk","animator_duration_scale_entries-animator_duration_scale_entries-string-array-item2","Animation scale 1x","动画缩放 1x",
"Settings.apk","animator_duration_scale_entries-animator_duration_scale_entries-string-array-item3","Animation scale 1.5x","动画缩放 1.5x",
"Settings.apk","animator_duration_scale_entries-animator_duration_scale_entries-string-array-item4","Animation scale 2x","动画缩放 2x",
"Settings.apk","animator_duration_scale_entries-animator_duration_scale_entries-string-array-item5","Animation scale 5x","动画缩放 5x",
"Settings.apk","animator_duration_scale_entries-animator_duration_scale_entries-string-array-item6","Animation scale 10x","动画缩放 10x",
"Settings.apk","app_process_limit_entries-app_process_limit_entries-string-array-item0","Standard limit","标准限制",
"Settings.apk","app_process_limit_entries-app_process_limit_entries-string-array-item1","No background processes","不允许后台进程",
"Settings.apk","app_process_limit_entries-app_process_limit_entries-string-array-item2","At most 1 process","不得超过 1 个进程",
"Settings.apk","app_process_limit_entries-app_process_limit_entries-string-array-item3","At most 2 processes","不得超过 2 个进程",
"Settings.apk","app_process_limit_entries-app_process_limit_entries-string-array-item4","At most 3 processes","不得超过 3 个进程",
"Settings.apk","app_process_limit_entries-app_process_limit_entries-string-array-item5","At most 4 processes","不得超过 4 个进程",
"Settings.apk","vpn_types_long-vpn_types_long-string-array-item0","PPTP VPN","PPTP VPN",
"Settings.apk","vpn_types_long-vpn_types_long-string-array-item1","L2TP/IPSec VPN with pre-shared keys","具有预共享密钥的 L2TP/IPSec VPN",
"Settings.apk","vpn_types_long-vpn_types_long-string-array-item2","L2TP/IPSec VPN with certificates","具有证书的 L2TP/IPSec VPN",
"Settings.apk","vpn_types_long-vpn_types_long-string-array-item3","IPSec VPN with pre-shared keys and Xauth authentication","具有预共享密钥且进行 Xauth 身份验证的 IPSec VPN",
"Settings.apk","vpn_types_long-vpn_types_long-string-array-item4","IPSec VPN with certificates and Xauth authentication","具有证书且进行 Xauth 身份验证的 IPSec VPN",
"Settings.apk","vpn_types_long-vpn_types_long-string-array-item5","IPSec VPN with certificates and hybrid authentication","具有证书且进行混合身份验证的 IPSec VPN",
"Settings.apk","vpn_states-vpn_states-string-array-item0","Disconnected","连接已断开",
"Settings.apk","vpn_states-vpn_states-string-array-item1","Initializing…","正在初始化...",
"Settings.apk","vpn_states-vpn_states-string-array-item2","Connecting…","正在连接...",
"Settings.apk","vpn_states-vpn_states-string-array-item3","Connected","已连接",
"Settings.apk","vpn_states-vpn_states-string-array-item4","Timeout","超时",
"Settings.apk","vpn_states-vpn_states-string-array-item5","Unsuccessful","失败",
"Settings.apk","volume_overlay_entries-volume_overlay_entries-string-array-item0","Single","单行",
"Settings.apk","volume_overlay_entries-volume_overlay_entries-string-array-item1","Expandable","可展开",
"Settings.apk","volume_overlay_entries-volume_overlay_entries-string-array-item2","Expanded","完全展开",
"Settings.apk","volume_overlay_entries-volume_overlay_entries-string-array-item3","None","无",
"Settings.apk","silent_mode_entries-silent_mode_entries-string-array-item0","Off","关闭",
"Settings.apk","silent_mode_entries-silent_mode_entries-string-array-item1","Vibrate","振动",
"Settings.apk","silent_mode_entries-silent_mode_entries-string-array-item2","Mute","静音",
"Settings.apk","entries_light_filter_window-entries_light_filter_window-string-array-item0","2 s","2 秒",
"Settings.apk","entries_light_filter_window-entries_light_filter_window-string-array-item1","5 s","5 秒",
"Settings.apk","entries_light_filter_window-entries_light_filter_window-string-array-item2","10 s","10 秒",
"Settings.apk","entries_light_filter_window-entries_light_filter_window-string-array-item3","20 s","20 秒",
"Settings.apk","entries_light_filter_window-entries_light_filter_window-string-array-item4","30 s","30 秒",
"Settings.apk","entries_light_filter_window-entries_light_filter_window-string-array-item5","60 s","60 秒",
"Settings.apk","entries_light_filter_reset-entries_light_filter_reset-string-array-item0","Disabled","禁用",
"Settings.apk","entries_light_filter_reset-entries_light_filter_reset-string-array-item1","400 lux","400 lux",
"Settings.apk","entries_light_filter_reset-entries_light_filter_reset-string-array-item2","500 lux","500 lux",
"Settings.apk","entries_light_filter_reset-entries_light_filter_reset-string-array-item3","600 lux","600 lux",
"Settings.apk","entries_light_filter_reset-entries_light_filter_reset-string-array-item4","700 lux","700 lux",
"Settings.apk","entries_light_filter_reset-entries_light_filter_reset-string-array-item5","800 lux","800 lux",
"Settings.apk","entries_light_filter_reset-entries_light_filter_reset-string-array-item6","900 lux","900 lux",
"Settings.apk","entries_light_filter_reset-entries_light_filter_reset-string-array-item7","1000 lux","1000 lux",
"Settings.apk","entries_light_filter_reset-entries_light_filter_reset-string-array-item8","1500 lux","1500 lux",
"Settings.apk","entries_light_filter_reset-entries_light_filter_reset-string-array-item9","2000 lux","2000 lux",
"Settings.apk","entries_light_filter_reset-entries_light_filter_reset-string-array-item10","2500 lux","2500 lux",
"Settings.apk","entries_light_filter_interval-entries_light_filter_interval-string-array-item0","0.5 s","0.5 秒",
"Settings.apk","entries_light_filter_interval-entries_light_filter_interval-string-array-item1","1 s","1 秒",
"Settings.apk","entries_light_filter_interval-entries_light_filter_interval-string-array-item2","2 s","2 秒",
"Settings.apk","entries_light_filter_interval-entries_light_filter_interval-string-array-item3","5 s","5 秒",
"Settings.apk","entries_light_filter_interval-entries_light_filter_interval-string-array-item4","10 s","10 秒",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item0","1","1",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item1","2","2",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item2","3","3",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item3","4","4",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item4","5","5",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item5","6","6",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item6","8","8",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item7","10","10",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item8","12","12",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item9","14","14",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item10","16","16",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item11","18","18",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item12","20 (default)","20 (默认)",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item13","22","22",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item14","24","24",
"Settings.apk","entries_light_levels_dim-entries_light_levels_dim-string-array-item15","26","26",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item0","1","1",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item1","2","2",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item2","3","3",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item3","4","4",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item4","5","5",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item5","6","6",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item6","8","8",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item7","10","10",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item8","12","12",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item9","14","14",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item10","16","16",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item11","18","18",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item12","20","20",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item13","22","22",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item14","24","24",
"Settings.apk","values_light_levels_dim-values_light_levels_dim-string-array-item15","26","26",
"Settings.apk","entries_light_decrease_hysteresis-entries_light_decrease_hysteresis-string-array-item0","0 %","0 %",
"Settings.apk","entries_light_decrease_hysteresis-entries_light_decrease_hysteresis-string-array-item1","10 %","10 %",
"Settings.apk","entries_light_decrease_hysteresis-entries_light_decrease_hysteresis-string-array-item2","20 %","20 %",
"Settings.apk","entries_light_decrease_hysteresis-entries_light_decrease_hysteresis-string-array-item3","30 %","30 %",
"Settings.apk","entries_light_decrease_hysteresis-entries_light_decrease_hysteresis-string-array-item4","40 %","40 %",
"Settings.apk","entries_light_decrease_hysteresis-entries_light_decrease_hysteresis-string-array-item5","50 %","50 %",
"Settings.apk","entries_light_decrease_hysteresis-entries_light_decrease_hysteresis-string-array-item6","60 %","60 %",
"Settings.apk","entries_light_decrease_hysteresis-entries_light_decrease_hysteresis-string-array-item7","70 %","70 %",
"Settings.apk","entries_light_decrease_hysteresis-entries_light_decrease_hysteresis-string-array-item8","80 %","80 %",
"Settings.apk","entries_light_decrease_hysteresis-entries_light_decrease_hysteresis-string-array-item9","90 %","90 %",
"Settings.apk","values_light_decrease_hysteresis-values_light_decrease_hysteresis-string-array-item0","0","0",
"Settings.apk","values_light_decrease_hysteresis-values_light_decrease_hysteresis-string-array-item1","10","10",
"Settings.apk","values_light_decrease_hysteresis-values_light_decrease_hysteresis-string-array-item2","20","20",
"Settings.apk","values_light_decrease_hysteresis-values_light_decrease_hysteresis-string-array-item3","30","30",
"Settings.apk","values_light_decrease_hysteresis-values_light_decrease_hysteresis-string-array-item4","40","40",
"Settings.apk","values_light_decrease_hysteresis-values_light_decrease_hysteresis-string-array-item5","50","50",
"Settings.apk","values_light_decrease_hysteresis-values_light_decrease_hysteresis-string-array-item6","60","60",
"Settings.apk","values_light_decrease_hysteresis-values_light_decrease_hysteresis-string-array-item7","70","70",
"Settings.apk","values_light_decrease_hysteresis-values_light_decrease_hysteresis-string-array-item8","80","80",
"Settings.apk","values_light_decrease_hysteresis-values_light_decrease_hysteresis-string-array-item9","90","90",
"Settings.apk","entries_brightness_widget-entries_brightness_widget-string-array-item0","@string/cm_brightness_mode_auto","@string/cm_brightness_mode_auto",
"Settings.apk","entries_brightness_widget-entries_brightness_widget-string-array-item1","@string/cm_brightness_mode_dim","@string/cm_brightness_mode_dim",
"Settings.apk","entries_brightness_widget-entries_brightness_widget-string-array-item2","25.0%","25 %",
"Settings.apk","entries_brightness_widget-entries_brightness_widget-string-array-item3","50.0%","50 %",
"Settings.apk","entries_brightness_widget-entries_brightness_widget-string-array-item4","75.0%","75 %",
"Settings.apk","entries_brightness_widget-entries_brightness_widget-string-array-item5","100.0%","100 %",
"Settings.apk","values_brightness_widget-values_brightness_widget-string-array-item0","0","0",
"Settings.apk","values_brightness_widget-values_brightness_widget-string-array-item1","1","1",
"Settings.apk","values_brightness_widget-values_brightness_widget-string-array-item2","2","2",
"Settings.apk","values_brightness_widget-values_brightness_widget-string-array-item3","3","3",
"Settings.apk","values_brightness_widget-values_brightness_widget-string-array-item4","4","4",
"Settings.apk","values_brightness_widget-values_brightness_widget-string-array-item5","5","5",
"Settings.apk","entries_network_widget-entries_network_widget-string-array-item0","2G/3G+2G","2G/3G+2G",
"Settings.apk","entries_network_widget-entries_network_widget-string-array-item1","2G/3G Only","仅 2G/3G",
"Settings.apk","entries_network_widget-entries_network_widget-string-array-item2","2G/3G Only/3G+2G","仅 2G/3G/3G+2G",
"Settings.apk","entries_screentimeout_widget-entries_screentimeout_widget-string-array-item0","15s/1m/5m","15秒/1分钟/5分钟",
"Settings.apk","entries_screentimeout_widget-entries_screentimeout_widget-string-array-item1","30s/2m/5m","30秒/2分钟/5分钟",
"Settings.apk","entries_flash_widget-entries_flash_widget-string-array-item0","Normal","正常",
"Settings.apk","entries_flash_widget-entries_flash_widget-string-array-item1","High","高亮",
"Settings.apk","haptic_feedback_entries-haptic_feedback_entries-string-array-item0","Use global setting","使用全局设置",
"Settings.apk","haptic_feedback_entries-haptic_feedback_entries-string-array-item1","On","开启",
"Settings.apk","haptic_feedback_entries-haptic_feedback_entries-string-array-item2","Off","关闭",
"Settings.apk","pref_zram_size_entries-pref_zram_size_entries-string-array-item0","Disabled","禁用",
"Settings.apk","pref_zram_size_entries-pref_zram_size_entries-string-array-item1","10%","10%",
"Settings.apk","pref_zram_size_entries-pref_zram_size_entries-string-array-item2","18% (default)","18% (默认)",
"Settings.apk","pref_zram_size_entries-pref_zram_size_entries-string-array-item3","26%","26%",
"Settings.apk","entries_status_bar_am_pm-entries_status_bar_am_pm-string-array-item0","Normal","正常",
"Settings.apk","entries_status_bar_am_pm-entries_status_bar_am_pm-string-array-item1","Small","小",
"Settings.apk","entries_status_bar_am_pm-entries_status_bar_am_pm-string-array-item2","None (default)","无 (默认)",
"Settings.apk","entries_status_bar_battery-entries_status_bar_battery-string-array-item0","Icon (default)","图标 (默认)",
"Settings.apk","entries_status_bar_battery-entries_status_bar_battery-string-array-item1","Percentage","百分比",
"Settings.apk","entries_status_bar_battery-entries_status_bar_battery-string-array-item2","Hidden","隐藏",
"Settings.apk","profile_entries-profile_entries-string-array-item0","On","开启",
"Settings.apk","profile_entries-profile_entries-string-array-item1","Off","关闭",
"Settings.apk","profile_entries-profile_entries-string-array-item2","No override","不覆盖",
"Settings.apk","profile_connection_entries-profile_connection_entries-string-array-item0","Disable","禁用",
"Settings.apk","profile_connection_entries-profile_connection_entries-string-array-item1","Enable","启用",
"Settings.apk","location_entries_gps_source-location_entries_gps_source-string-array-item0","Use Internal GPS","使用内置 GPS",
"Settings.apk","lockpassword_password_requires_letters-other","Password must contain at least %d letters.","密码必须包含至少 %d 个字母。",
"Settings.apk","lockpassword_password_requires_letters-one","Password must contain at least 1 letter.","密码必须包含至少 1 个字母。",
"Settings.apk","lockpassword_password_requires_lowercase-other","Password must contain at least %d lowercase letters.","密码必须包含至少 %d 个小写字母。",
"Settings.apk","lockpassword_password_requires_lowercase-one","Password must contain at least 1 lowercase letter.","密码必须包含至少 1 个小写字母。",
"Settings.apk","lockpassword_password_requires_uppercase-other","Password must contain at least %d uppercase letters.","密码必须包含至少 %d 个大写字母。",
"Settings.apk","lockpassword_password_requires_uppercase-one","Password must contain at least 1 uppercase letter.","密码必须包含至少 1 个大写字母。",
"Settings.apk","lockpassword_password_requires_numeric-other","Password must contain at least %d numerical digits.","密码必须包含至少 %d 个数字。",
"Settings.apk","lockpassword_password_requires_numeric-one","Password must contain at least 1 numerical digit.","密码必须包含至少 1 个数字。",
"Settings.apk","lockpassword_password_requires_symbols-other","Password must contain at least %d special symbols.","密码必须包含至少 %d 个特殊符号。",
"Settings.apk","lockpassword_password_requires_symbols-one","Password must contain at least 1 special symbol.","密码必须包含至少 1 个特殊符号。",
"Settings.apk","lockpassword_password_requires_nonletter-other","Password must contain at least %d non-letter characters.","密码必须包含至少 %d 个非字母字符。",
"Settings.apk","lockpassword_password_requires_nonletter-one","Password must contain at least 1 non-letter character.","密码必须包含至少 1 个非字母字符。",
"Contacts.apk","launcherDialer","Phone","拨号",
"Contacts.apk","people","People","联系人",
"Contacts.apk","t9_sort_title","T9 Sorting mode","T9排序模式",
"Contacts.apk","t9_sort_summary","Choose how to filter T9 results","选择如何过滤T9结果",
"Contacts.apk","t9_sort_name","Name matches first","姓名匹配优先",
"Contacts.apk","t9_sort_number","Number matches first","号码匹配优先",
"Contacts.apk","t9_state_title","Enable T9 dialer","开启T9拨号",
"Contacts.apk","t9_state_summary","Enable T9 searching in dialer","在拨号界面开启T9搜索",
"Contacts.apk","t9_dial_click_title","Dial selected contact","拨打选中的联系人",
"Contacts.apk","t9_dial_click_summary","Dial the selected contact for T9","在T9中拨打选中的联系人",
"Contacts.apk","t9_add_to_contacts","Add to contacts","添加到联系人",
"Contacts.apk","contactsList","Contacts","联系人",
"Contacts.apk","shortcutContact","Contact","联系人",
